,,game_id,game_no,opp,play_type,play_direction,yards_gained
IND,96,2019112100,11,HOU,long pass,left,0
IND,97,2019112100,11,HOU,long pass,middle,0
IND,98,2019112100,11,HOU,long pass,right,0
IND,99,2019120103,12,TEN,run,left,16
IND,100,2019120103,12,TEN,run,middle,10
IND,101,2019120103,12,TEN,run,right,57
IND,102,2019120103,12,TEN,short pass,left,161
IND,103,2019120103,12,TEN,short pass,middle,42
IND,104,2019120103,12,TEN,short pass,right,26
IND,105,2019120103,12,TEN,long pass,left,39
IND,106,2019120103,12,TEN,long pass,middle,26
IND,107,2019120103,12,TEN,long pass,right,25
IND,108,2019120808,13,TB,run,left,37
IND,109,2019120808,13,TB,run,middle,6
IND,110,2019120808,13,TB,run,right,23
IND,111,2019120808,13,TB,short pass,left,66
IND,112,2019120808,13,TB,short pass,middle,25
IND,113,2019120808,13,TB,short pass,right,46
IND,114,2019120808,13,TB,long pass,left,50
IND,115,2019120808,13,TB,long pass,middle,0
IND,116,2019120808,13,TB,long pass,right,64
IND,117,2019121600,14,NO,run,left,28
IND,118,2019121600,14,NO,run,middle,7
IND,119,2019121600,14,NO,run,right,11
IND,120,2019121600,14,NO,short pass,left,75
IND,121,2019121600,14,NO,short pass,middle,0
IND,122,2019121600,14,NO,short pass,right,31
IND,123,2019121600,14,NO,long pass,left,0
IND,124,2019121600,14,NO,long pass,middle,39
IND,125,2019121600,14,NO,long pass,right,20
IND,126,2019122207,15,CAR,run,left,58
IND,127,2019122207,15,CAR,run,middle,110
IND,128,2019122207,15,CAR,run,right,52
IND,129,2019122207,15,CAR,short pass,left,18
IND,130,2019122207,15,CAR,short pass,middle,49
IND,131,2019122207,15,CAR,short pass,right,13
IND,132,2019122207,15,CAR,long pass,left,39
IND,133,2019122207,15,CAR,long pass,middle,0
IND,134,2019122207,15,CAR,long pass,right,0
IND,135,2019122907,16,JAX,run,left,42
IND,136,2019122907,16,JAX,run,middle,37
IND,137,2019122907,16,JAX,run,right,53
IND,138,2019122907,16,JAX,short pass,left,85
IND,139,2019122907,16,JAX,short pass,middle,40
IND,140,2019122907,16,JAX,short pass,right,37
IND,141,2019122907,16,JAX,long pass,left,0
IND,142,2019122907,16,JAX,long pass,middle,0
IND,143,2019122907,16,JAX,long pass,right,0
TB,0,2019090811,1,SF,run,left,31
TB,1,2019090811,1,SF,run,middle,78
TB,2,2019090811,1,SF,run,right,13
TB,3,2019090811,1,SF,short pass,left,67
TB,4,2019090811,1,SF,short pass,middle,33
TB,5,2019090811,1,SF,short pass,right,50
TB,6,2019090811,1,SF,long pass,left,0
TB,7,2019090811,1,SF,long pass,middle,44
TB,8,2019090811,1,SF,long pass,right,0
TB,9,2019091200,2,CAR,run,left,19
TB,10,2019091200,2,CAR,run,middle,31
TB,11,2019091200,2,CAR,run,right,52
TB,12,2019091200,2,CAR,short pass,left,80
TB,13,2019091200,2,CAR,short pass,middle,12
TB,14,2019091200,2,CAR,short pass,right,33
TB,15,2019091200,2,CAR,long pass,left,63
TB,16,2019091200,2,CAR,long pass,middle,0
TB,17,2019091200,2,CAR,long pass,right,20
TB,18,2019092209,3,NYG,run,left,81
TB,19,2019092209,3,NYG,run,middle,50
TB,20,2019092209,3,NYG,run,right,13
TB,21,2019092209,3,NYG,short pass,left,62
TB,22,2019092209,3,NYG,short pass,middle,64
TB,23,2019092209,3,NYG,short pass,right,28
TB,24,2019092209,3,NYG,long pass,left,0
TB,25,2019092209,3,NYG,long pass,middle,131
TB,26,2019092209,3,NYG,long pass,right,95
TB,27,2019092909,4,LA,run,left,3
TB,28,2019092909,4,LA,run,middle,44
TB,29,2019092909,4,LA,run,right,42
TB,30,2019092909,4,LA,short pass,left,64
TB,31,2019092909,4,LA,short pass,middle,155
TB,32,2019092909,4,LA,short pass,right,82
TB,33,2019092909,4,LA,long pass,left,0
TB,34,2019092909,4,LA,long pass,middle,67
TB,35,2019092909,4,LA,long pass,right,17
TB,36,2019100603,5,NO,run,left,45
TB,37,2019100603,5,NO,run,middle,0
TB,38,2019100603,5,NO,run,right,49
TB,39,2019100603,5,NO,short pass,left,61
TB,40,2019100603,5,NO,short pass,middle,50
TB,41,2019100603,5,NO,short pass,right,41
TB,42,2019100603,5,NO,long pass,left,0
TB,43,2019100603,5,NO,long pass,middle,26
TB,44,2019100603,5,NO,long pass,right,26
TB,45,2019101300,6,CAR,run,left,20
TB,46,2019101300,6,CAR,run,middle,2
TB,47,2019101300,6,CAR,run,right,20
TB,48,2019101300,6,CAR,short pass,left,154
TB,49,2019101300,6,CAR,short pass,middle,103
TB,50,2019101300,6,CAR,short pass,right,98
TB,51,2019101300,6,CAR,long pass,left,19
TB,52,2019101300,6,CAR,long pass,middle,26
TB,53,2019101300,6,CAR,long pass,right,0
TB,54,2019102708,7,TEN,run,left,37
TB,55,2019102708,7,TEN,run,middle,42
TB,56,2019102708,7,TEN,run,right,27
TB,57,2019102708,7,TEN,short pass,left,53
TB,58,2019102708,7,TEN,short pass,middle,46
TB,59,2019102708,7,TEN,short pass,right,84
TB,60,2019102708,7,TEN,long pass,left,43
TB,61,2019102708,7,TEN,long pass,middle,0
TB,62,2019102708,7,TEN,long pass,right,75
TB,63,2019110308,8,SEA,run,left,45
TB,64,2019110308,8,SEA,run,middle,19
TB,65,2019110308,8,SEA,run,right,35
TB,66,2019110308,8,SEA,short pass,left,79
TB,67,2019110308,8,SEA,short pass,middle,101
TB,68,2019110308,8,SEA,short pass,right,75
TB,69,2019110308,8,SEA,long pass,left,18
TB,70,2019110308,8,SEA,long pass,middle,62
TB,71,2019110308,8,SEA,long pass,right,0
TB,72,2019111006,9,ARI,run,left,60
TB,73,2019111006,9,ARI,run,middle,33
TB,74,2019111006,9,ARI,run,right,25
TB,75,2019111006,9,ARI,short pass,left,70
TB,76,2019111006,9,ARI,short pass,middle,19
TB,77,2019111006,9,ARI,short pass,right,101
TB,78,2019111006,9,ARI,long pass,left,0
TB,79,2019111006,9,ARI,long pass,middle,19
TB,80,2019111006,9,ARI,long pass,right,149
TB,81,2019111706,10,NO,run,left,32
TB,82,2019111706,10,NO,run,middle,0
TB,83,2019111706,10,NO,run,right,4
TB,84,2019111706,10,NO,short pass,left,71
TB,85,2019111706,10,NO,short pass,middle,121
TB,86,2019111706,10,NO,short pass,right,53
TB,87,2019111706,10,NO,long pass,left,20
TB,88,2019111706,10,NO,long pass,middle,0
TB,89,2019111706,10,NO,long pass,right,48
TB,90,2019112400,11,ATL,run,left,90
TB,91,2019112400,11,ATL,run,middle,0
TB,92,2019112400,11,ATL,run,right,47
TB,93,2019112400,11,ATL,short pass,left,66
TB,94,2019112400,11,ATL,short pass,middle,0
TB,95,2019112400,11,ATL,short pass,right,21
TB,96,2019112400,11,ATL,long pass,left,33
TB,97,2019112400,11,ATL,long pass,middle,127
TB,98,2019112400,11,ATL,long pass,right,66
TB,99,2019120104,12,JAX,run,left,3
TB,100,2019120104,12,JAX,run,middle,55
TB,101,2019120104,12,JAX,run,right,16
TB,102,2019120104,12,JAX,short pass,left,88
TB,103,2019120104,12,JAX,short pass,middle,28
TB,104,2019120104,12,JAX,short pass,right,43
TB,105,2019120104,12,JAX,long pass,left,32
TB,106,2019120104,12,JAX,long pass,middle,0
TB,107,2019120104,12,JAX,long pass,right,77
TB,108,2019120808,13,IND,run,left,4
TB,109,2019120808,13,IND,run,middle,39
TB,110,2019120808,13,IND,run,right,36
TB,111,2019120808,13,IND,short pass,left,64
TB,112,2019120808,13,IND,short pass,middle,101
TB,113,2019120808,13,IND,short pass,right,116
TB,114,2019120808,13,IND,long pass,left,88
TB,115,2019120808,13,IND,long pass,middle,17
TB,116,2019120808,13,IND,long pass,right,88
TB,117,2019121502,14,DET,run,left,19
TB,118,2019121502,14,DET,run,middle,21
TB,119,2019121502,14,DET,run,right,10
TB,120,2019121502,14,DET,short pass,left,73
TB,121,2019121502,14,DET,short pass,middle,13
TB,122,2019121502,14,DET,short pass,right,150
TB,123,2019121502,14,DET,long pass,left,63
TB,124,2019121502,14,DET,long pass,middle,34
TB,125,2019121502,14,DET,long pass,right,125
TB,126,2019122100,15,HOU,run,left,53
TB,127,2019122100,15,HOU,run,middle,48
TB,128,2019122100,15,HOU,run,right,5
TB,129,2019122100,15,HOU,short pass,left,109
TB,130,2019122100,15,HOU,short pass,middle,73
TB,131,2019122100,15,HOU,short pass,right,28
TB,132,2019122100,15,HOU,long pass,left,61
TB,133,2019122100,15,HOU,long pass,middle,0
TB,134,2019122100,15,HOU,long pass,right,64
TB,135,2019122912,16,ATL,run,left,31
TB,136,2019122912,16,ATL,run,middle,29
TB,137,2019122912,16,ATL,run,right,76
TB,138,2019122912,16,ATL,short pass,left,42
TB,139,2019122912,16,ATL,short pass,middle,18
TB,140,2019122912,16,ATL,short pass,right,25
TB,141,2019122912,16,ATL,long pass,left,37
TB,142,2019122912,16,ATL,long pass,middle,31
TB,143,2019122912,16,ATL,long pass,right,48
CHI,0,2019090500,1,GB,run,left,35
CHI,1,2019090500,1,GB,run,middle,3
CHI,2,2019090500,1,GB,run,right,8
CHI,3,2019090500,1,GB,short pass,left,26
CHI,4,2019090500,1,GB,short pass,middle,63
CHI,5,2019090500,1,GB,short pass,right,42
CHI,6,2019090500,1,GB,long pass,left,76
CHI,7,2019090500,1,GB,long pass,middle,21
CHI,8,2019090500,1,GB,long pass,right,0
CHI,9,2019091511,2,DEN,run,left,85
CHI,10,2019091511,2,DEN,run,middle,45
CHI,11,2019091511,2,DEN,run,right,23
CHI,12,2019091511,2,DEN,short pass,left,36
CHI,13,2019091511,2,DEN,short pass,middle,18
CHI,14,2019091511,2,DEN,short pass,right,41
CHI,15,2019091511,2,DEN,long pass,left,0
CHI,16,2019091511,2,DEN,long pass,middle,25
CHI,17,2019091511,2,DEN,long pass,right,0
CHI,18,2019092300,3,WAS,run,left,29
CHI,19,2019092300,3,WAS,run,middle,0
CHI,20,2019092300,3,WAS,run,right,61
CHI,21,2019092300,3,WAS,short pass,left,55
CHI,22,2019092300,3,WAS,short pass,middle,103
CHI,23,2019092300,3,WAS,short pass,right,37
CHI,24,2019092300,3,WAS,long pass,left,0
CHI,25,2019092300,3,WAS,long pass,middle,0
CHI,26,2019092300,3,WAS,long pass,right,36
CHI,27,2019092910,4,MIN,run,left,18
CHI,28,2019092910,4,MIN,run,middle,0
CHI,29,2019092910,4,MIN,run,right,54
CHI,30,2019092910,4,MIN,short pass,left,42
CHI,31,2019092910,4,MIN,short pass,middle,45
CHI,32,2019092910,4,MIN,short pass,right,55
CHI,33,2019092910,4,MIN,long pass,left,25
CHI,34,2019092910,4,MIN,long pass,middle,0
CHI,35,2019092910,4,MIN,long pass,right,37
CHI,36,2019100605,5,OAK,run,left,15
CHI,37,2019100605,5,OAK,run,middle,10
CHI,38,2019100605,5,OAK,run,right,17
CHI,39,2019100605,5,OAK,short pass,left,25
CHI,40,2019100605,5,OAK,short pass,middle,34
CHI,41,2019100605,5,OAK,short pass,right,56
CHI,42,2019100605,5,OAK,long pass,left,17
CHI,43,2019100605,5,OAK,long pass,middle,0
CHI,44,2019100605,5,OAK,long pass,right,99
CHI,45,2019102009,6,NO,run,left,7
CHI,46,2019102009,6,NO,run,middle,0
CHI,47,2019102009,6,NO,run,right,10
CHI,48,2019102009,6,NO,short pass,left,61
CHI,49,2019102009,6,NO,short pass,middle,73
CHI,50,2019102009,6,NO,short pass,right,89
CHI,51,2019102009,6,NO,long pass,left,0
CHI,52,2019102009,6,NO,long pass,middle,28
CHI,53,2019102009,6,NO,long pass,right,0
CHI,54,2019102702,7,LAC,run,left,72
CHI,55,2019102702,7,LAC,run,middle,0
CHI,56,2019102702,7,LAC,run,right,91
CHI,57,2019102702,7,LAC,short pass,left,37
CHI,58,2019102702,7,LAC,short pass,middle,29
CHI,59,2019102702,7,LAC,short pass,right,28
CHI,60,2019102702,7,LAC,long pass,left,88
CHI,61,2019102702,7,LAC,long pass,middle,40
CHI,62,2019102702,7,LAC,long pass,right,31
CHI,63,2019110305,8,PHI,run,left,34
CHI,64,2019110305,8,PHI,run,middle,9
CHI,65,2019110305,8,PHI,run,right,19
CHI,66,2019110305,8,PHI,short pass,left,29
CHI,67,2019110305,8,PHI,short pass,middle,0
CHI,68,2019110305,8,PHI,short pass,right,13
CHI,69,2019110305,8,PHI,long pass,left,53
CHI,70,2019110305,8,PHI,long pass,middle,0
CHI,71,2019110305,8,PHI,long pass,right,30
CHI,72,2019111000,9,DET,run,left,66
CHI,73,2019111000,9,DET,run,middle,0
CHI,74,2019111000,9,DET,run,right,12
CHI,75,2019111000,9,DET,short pass,left,61
CHI,76,2019111000,9,DET,short pass,middle,60
CHI,77,2019111000,9,DET,short pass,right,10
CHI,78,2019111000,9,DET,long pass,left,0
CHI,79,2019111000,9,DET,long pass,middle,0
CHI,80,2019111000,9,DET,long pass,right,42
CHI,81,2019111711,10,LA,run,left,15
CHI,82,2019111711,10,LA,run,middle,43
CHI,83,2019111711,10,LA,run,right,16
CHI,84,2019111711,10,LA,short pass,left,45
CHI,85,2019111711,10,LA,short pass,middle,35
CHI,86,2019111711,10,LA,short pass,right,119
CHI,87,2019111711,10,LA,long pass,left,0
CHI,88,2019111711,10,LA,long pass,middle,0
CHI,89,2019111711,10,LA,long pass,right,0
CHI,90,2019112402,11,NYG,run,left,37
CHI,91,2019112402,11,NYG,run,middle,5
CHI,92,2019112402,11,NYG,run,right,26
CHI,93,2019112402,11,NYG,short pass,left,32
CHI,94,2019112402,11,NYG,short pass,middle,48
CHI,95,2019112402,11,NYG,short pass,right,53
CHI,96,2019112402,11,NYG,long pass,left,45
CHI,97,2019112402,11,NYG,long pass,middle,32
CHI,98,2019112402,11,NYG,long pass,right,68
CHI,99,2019112800,12,DET,run,left,17
CHI,100,2019112800,12,DET,run,middle,57
CHI,101,2019112800,12,DET,run,right,15
CHI,102,2019112800,12,DET,short pass,left,65
CHI,103,2019112800,12,DET,short pass,middle,61
CHI,104,2019112800,12,DET,short pass,right,91
CHI,105,2019112800,12,DET,long pass,left,35
CHI,106,2019112800,12,DET,long pass,middle,38
CHI,107,2019112800,12,DET,long pass,right,48
CHI,108,2019120500,13,DAL,run,left,113
CHI,109,2019120500,13,DAL,run,middle,1
CHI,110,2019120500,13,DAL,run,right,38
CHI,111,2019120500,13,DAL,short pass,left,123
CHI,112,2019120500,13,DAL,short pass,middle,35
CHI,113,2019120500,13,DAL,short pass,right,64
CHI,114,2019120500,13,DAL,long pass,left,22
CHI,115,2019120500,13,DAL,long pass,middle,0
CHI,116,2019120500,13,DAL,long pass,right,0
CHI,117,2019121503,14,GB,run,left,44
CHI,118,2019121503,14,GB,run,middle,34
CHI,119,2019121503,14,GB,run,right,18
CHI,120,2019121503,14,GB,short pass,left,49
CHI,121,2019121503,14,GB,short pass,middle,96
CHI,122,2019121503,14,GB,short pass,right,38
CHI,123,2019121503,14,GB,long pass,left,55
CHI,124,2019121503,14,GB,long pass,middle,62
CHI,125,2019121503,14,GB,long pass,right,34
CHI,126,2019122214,15,KC,run,left,54
CHI,127,2019122214,15,KC,run,middle,0
CHI,128,2019122214,15,KC,run,right,47
CHI,129,2019122214,15,KC,short pass,left,32
CHI,130,2019122214,15,KC,short pass,middle,65
CHI,131,2019122214,15,KC,short pass,right,23
CHI,132,2019122214,15,KC,long pass,left,0
CHI,133,2019122214,15,KC,long pass,middle,20
CHI,134,2019122214,15,KC,long pass,right,17
CHI,135,2019122909,16,MIN,run,left,111
CHI,136,2019122909,16,MIN,run,middle,33
CHI,137,2019122909,16,MIN,run,right,14
CHI,138,2019122909,16,MIN,short pass,left,62
CHI,139,2019122909,16,MIN,short pass,middle,46
CHI,140,2019122909,16,MIN,short pass,right,49
CHI,141,2019122909,16,MIN,long pass,left,0
CHI,142,2019122909,16,MIN,long pass,middle,18
CHI,143,2019122909,16,MIN,long pass,right,32
OAK,0,2019090901,1,DEN,run,left,26
OAK,1,2019090901,1,DEN,run,middle,51
OAK,2,2019090901,1,DEN,run,right,22
OAK,3,2019090901,1,DEN,short pass,left,40
OAK,4,2019090901,1,DEN,short pass,middle,108
OAK,5,2019090901,1,DEN,short pass,right,19
OAK,6,2019090901,1,DEN,long pass,left,25
OAK,7,2019090901,1,DEN,long pass,middle,67
OAK,8,2019090901,1,DEN,long pass,right,0
OAK,9,2019091510,2,KC,run,left,27
OAK,10,2019091510,2,KC,run,middle,18
OAK,11,2019091510,2,KC,run,right,84
OAK,12,2019091510,2,KC,short pass,left,45
OAK,13,2019091510,2,KC,short pass,middle,36
OAK,14,2019091510,2,KC,short pass,right,98
OAK,15,2019091510,2,KC,long pass,left,19
OAK,16,2019091510,2,KC,long pass,middle,0
OAK,17,2019091510,2,KC,long pass,right,0
OAK,18,2019092205,3,MIN,run,left,33
OAK,19,2019092205,3,MIN,run,middle,25
OAK,20,2019092205,3,MIN,run,right,30
OAK,21,2019092205,3,MIN,short pass,left,47
OAK,22,2019092205,3,MIN,short pass,middle,61
OAK,23,2019092205,3,MIN,short pass,right,87
OAK,24,2019092205,3,MIN,long pass,left,29
OAK,25,2019092205,3,MIN,long pass,middle,0
OAK,26,2019092205,3,MIN,long pass,right,18
OAK,27,2019092905,4,IND,run,left,58
OAK,28,2019092905,4,IND,run,middle,20
OAK,29,2019092905,4,IND,run,right,111
OAK,30,2019092905,4,IND,short pass,left,67
OAK,31,2019092905,4,IND,short pass,middle,66
OAK,32,2019092905,4,IND,short pass,right,1
OAK,33,2019092905,4,IND,long pass,left,0
OAK,34,2019092905,4,IND,long pass,middle,18
OAK,35,2019092905,4,IND,long pass,right,37
OAK,36,2019100605,5,CHI,run,left,80
OAK,37,2019100605,5,CHI,run,middle,5
OAK,38,2019100605,5,CHI,run,right,85
OAK,39,2019100605,5,CHI,short pass,left,50
OAK,40,2019100605,5,CHI,short pass,middle,19
OAK,41,2019100605,5,CHI,short pass,right,123
OAK,42,2019100605,5,CHI,long pass,left,0
OAK,43,2019100605,5,CHI,long pass,middle,21
OAK,44,2019100605,5,CHI,long pass,right,16
OAK,45,2019102004,6,GB,run,left,53
OAK,46,2019102004,6,GB,run,middle,21
OAK,47,2019102004,6,GB,run,right,82
OAK,48,2019102004,6,GB,short pass,left,56
OAK,49,2019102004,6,GB,short pass,middle,79
OAK,50,2019102004,6,GB,short pass,right,26
OAK,51,2019102004,6,GB,long pass,left,71
OAK,52,2019102004,6,GB,long pass,middle,79
OAK,53,2019102004,6,GB,long pass,right,18
OAK,54,2019102704,7,HOU,run,left,53
OAK,55,2019102704,7,HOU,run,middle,10
OAK,56,2019102704,7,HOU,run,right,30
OAK,57,2019102704,7,HOU,short pass,left,50
OAK,58,2019102704,7,HOU,short pass,middle,118
OAK,59,2019102704,7,HOU,short pass,right,26
OAK,60,2019102704,7,HOU,long pass,left,22
OAK,61,2019102704,7,HOU,long pass,middle,0
OAK,62,2019102704,7,HOU,long pass,right,69
OAK,63,2019110307,8,DET,run,left,95
OAK,64,2019110307,8,DET,run,middle,32
OAK,65,2019110307,8,DET,run,right,44
OAK,66,2019110307,8,DET,short pass,left,26
OAK,67,2019110307,8,DET,short pass,middle,78
OAK,68,2019110307,8,DET,short pass,right,67
OAK,69,2019110307,8,DET,long pass,left,62
OAK,70,2019110307,8,DET,long pass,middle,56
OAK,71,2019110307,8,DET,long pass,right,0
OAK,72,2019110700,9,LAC,run,left,10
OAK,73,2019110700,9,LAC,run,middle,50
OAK,74,2019110700,9,LAC,run,right,18
OAK,75,2019110700,9,LAC,short pass,left,67
OAK,76,2019110700,9,LAC,short pass,middle,65
OAK,77,2019110700,9,LAC,short pass,right,59
OAK,78,2019110700,9,LAC,long pass,left,27
OAK,79,2019110700,9,LAC,long pass,middle,0
OAK,80,2019110700,9,LAC,long pass,right,0
OAK,81,2019111709,10,CIN,run,left,56
OAK,82,2019111709,10,CIN,run,middle,20
OAK,83,2019111709,10,CIN,run,right,40
OAK,84,2019111709,10,CIN,short pass,left,55
OAK,85,2019111709,10,CIN,short pass,middle,137
OAK,86,2019111709,10,CIN,short pass,right,15
OAK,87,2019111709,10,CIN,long pass,left,21
OAK,88,2019111709,10,CIN,long pass,middle,20
OAK,89,2019111709,10,CIN,long pass,right,44
OAK,90,2019112406,11,NYJ,run,left,25
OAK,91,2019112406,11,NYJ,run,middle,34
OAK,92,2019112406,11,NYJ,run,right,9
OAK,93,2019112406,11,NYJ,short pass,left,58
OAK,94,2019112406,11,NYJ,short pass,middle,6
OAK,95,2019112406,11,NYJ,short pass,right,83
OAK,96,2019112406,11,NYJ,long pass,left,0
OAK,97,2019112406,11,NYJ,long pass,middle,0
OAK,98,2019112406,11,NYJ,long pass,right,0
OAK,99,2019120105,12,KC,run,left,46
OAK,100,2019120105,12,KC,run,middle,6
OAK,101,2019120105,12,KC,run,right,70
OAK,102,2019120105,12,KC,short pass,left,82
OAK,103,2019120105,12,KC,short pass,middle,27
OAK,104,2019120105,12,KC,short pass,right,89
OAK,105,2019120105,12,KC,long pass,left,24
OAK,106,2019120105,12,KC,long pass,middle,0
OAK,107,2019120105,12,KC,long pass,right,0
OAK,108,2019120812,13,TEN,run,left,49
OAK,109,2019120812,13,TEN,run,middle,14
OAK,110,2019120812,13,TEN,run,right,34
OAK,111,2019120812,13,TEN,short pass,left,48
OAK,112,2019120812,13,TEN,short pass,middle,117
OAK,113,2019120812,13,TEN,short pass,right,23
OAK,114,2019120812,13,TEN,long pass,left,25
OAK,115,2019120812,13,TEN,long pass,middle,0
OAK,116,2019120812,13,TEN,long pass,right,49
OAK,117,2019121510,14,JAX,run,left,49
OAK,118,2019121510,14,JAX,run,middle,31
OAK,119,2019121510,14,JAX,run,right,48
OAK,120,2019121510,14,JAX,short pass,left,70
OAK,121,2019121510,14,JAX,short pass,middle,120
OAK,122,2019121510,14,JAX,short pass,right,41
OAK,123,2019121510,14,JAX,long pass,left,36
OAK,124,2019121510,14,JAX,long pass,middle,0
OAK,125,2019121510,14,JAX,long pass,right,0
OAK,126,2019122201,15,LAC,run,left,50
OAK,127,2019122201,15,LAC,run,middle,19
OAK,128,2019122201,15,LAC,run,right,30
OAK,129,2019122201,15,LAC,short pass,left,79
OAK,130,2019122201,15,LAC,short pass,middle,107
OAK,131,2019122201,15,LAC,short pass,right,65
OAK,132,2019122201,15,LAC,long pass,left,0
OAK,133,2019122201,15,LAC,long pass,middle,40
OAK,134,2019122201,15,LAC,long pass,right,0
OAK,135,2019122913,16,DEN,run,left,27
OAK,136,2019122913,16,DEN,run,middle,26
OAK,137,2019122913,16,DEN,run,right,44
OAK,138,2019122913,16,DEN,short pass,left,184
OAK,139,2019122913,16,DEN,short pass,middle,56
OAK,140,2019122913,16,DEN,short pass,right,37
OAK,141,2019122913,16,DEN,long pass,left,66
OAK,142,2019122913,16,DEN,long pass,middle,0
OAK,143,2019122913,16,DEN,long pass,right,48
ATL,0,2019090804,1,MIN,run,left,44
ATL,1,2019090804,1,MIN,run,middle,6
ATL,2,2019090804,1,MIN,run,right,23
ATL,3,2019090804,1,MIN,short pass,left,86
ATL,4,2019090804,1,MIN,short pass,middle,116
ATL,5,2019090804,1,MIN,short pass,right,62
ATL,6,2019090804,1,MIN,long pass,left,40
ATL,7,2019090804,1,MIN,long pass,middle,0
ATL,8,2019090804,1,MIN,long pass,right,0
ATL,9,2019091513,2,PHI,run,left,45
ATL,10,2019091513,2,PHI,run,middle,0
ATL,11,2019091513,2,PHI,run,right,13
ATL,12,2019091513,2,PHI,short pass,left,94
ATL,13,2019091513,2,PHI,short pass,middle,65
ATL,14,2019091513,2,PHI,short pass,right,81
ATL,15,2019091513,2,PHI,long pass,left,19
ATL,16,2019091513,2,PHI,long pass,middle,34
ATL,17,2019091513,2,PHI,long pass,right,27
ATL,18,2019092203,3,IND,run,left,23
ATL,19,2019092203,3,IND,run,middle,50
ATL,20,2019092203,3,IND,run,right,21
ATL,21,2019092203,3,IND,short pass,left,79
ATL,22,2019092203,3,IND,short pass,middle,113
ATL,23,2019092203,3,IND,short pass,right,57
ATL,24,2019092203,3,IND,long pass,left,0
ATL,25,2019092203,3,IND,long pass,middle,21
ATL,26,2019092203,3,IND,long pass,right,34
ATL,27,2019092900,4,TEN,run,left,33
ATL,28,2019092900,4,TEN,run,middle,1
ATL,29,2019092900,4,TEN,run,right,24
ATL,30,2019092900,4,TEN,short pass,left,84
ATL,31,2019092900,4,TEN,short pass,middle,104
ATL,32,2019092900,4,TEN,short pass,right,88
ATL,33,2019092900,4,TEN,long pass,left,56
ATL,34,2019092900,4,TEN,long pass,middle,24
ATL,35,2019092900,4,TEN,long pass,right,41
ATL,36,2019100602,5,HOU,run,left,27
ATL,37,2019100602,5,HOU,run,middle,9
ATL,38,2019100602,5,HOU,run,right,22
ATL,39,2019100602,5,HOU,short pass,left,78
ATL,40,2019100602,5,HOU,short pass,middle,98
ATL,41,2019100602,5,HOU,short pass,right,83
ATL,42,2019100602,5,HOU,long pass,left,20
ATL,43,2019100602,5,HOU,long pass,middle,0
ATL,44,2019100602,5,HOU,long pass,right,51
ATL,45,2019101307,6,ARI,run,left,33
ATL,46,2019101307,6,ARI,run,middle,46
ATL,47,2019101307,6,ARI,run,right,24
ATL,48,2019101307,6,ARI,short pass,left,141
ATL,49,2019101307,6,ARI,short pass,middle,47
ATL,50,2019101307,6,ARI,short pass,right,17
ATL,51,2019101307,6,ARI,long pass,left,86
ATL,52,2019101307,6,ARI,long pass,middle,20
ATL,53,2019101307,6,ARI,long pass,right,45
ATL,54,2019102000,7,LA,run,left,24
ATL,55,2019102000,7,LA,run,middle,0
ATL,56,2019102000,7,LA,run,right,15
ATL,57,2019102000,7,LA,short pass,left,103
ATL,58,2019102000,7,LA,short pass,middle,49
ATL,59,2019102000,7,LA,short pass,right,33
ATL,60,2019102000,7,LA,long pass,left,0
ATL,61,2019102000,7,LA,long pass,middle,0
ATL,62,2019102000,7,LA,long pass,right,39
ATL,63,2019102700,8,SEA,run,left,40
ATL,64,2019102700,8,SEA,run,middle,0
ATL,65,2019102700,8,SEA,run,right,29
ATL,66,2019102700,8,SEA,short pass,left,215
ATL,67,2019102700,8,SEA,short pass,middle,57
ATL,68,2019102700,8,SEA,short pass,right,80
ATL,69,2019102700,8,SEA,long pass,left,17
ATL,70,2019102700,8,SEA,long pass,middle,47
ATL,71,2019102700,8,SEA,long pass,right,44
ATL,72,2019111004,9,NO,run,left,90
ATL,73,2019111004,9,NO,run,middle,0
ATL,74,2019111004,9,NO,run,right,53
ATL,75,2019111004,9,NO,short pass,left,43
ATL,76,2019111004,9,NO,short pass,middle,36
ATL,77,2019111004,9,NO,short pass,right,49
ATL,78,2019111004,9,NO,long pass,left,0
ATL,79,2019111004,9,NO,long pass,middle,0
ATL,80,2019111004,9,NO,long pass,right,54
ATL,81,2019111701,10,CAR,run,left,4
ATL,82,2019111701,10,CAR,run,middle,10
ATL,83,2019111701,10,CAR,run,right,42
ATL,84,2019111701,10,CAR,short pass,left,70
ATL,85,2019111701,10,CAR,short pass,middle,43
ATL,86,2019111701,10,CAR,short pass,right,38
ATL,87,2019111701,10,CAR,long pass,left,70
ATL,88,2019111701,10,CAR,long pass,middle,67
ATL,89,2019111701,10,CAR,long pass,right,26
ATL,90,2019112400,11,TB,run,left,23
ATL,91,2019112400,11,TB,run,middle,0
ATL,92,2019112400,11,TB,run,right,34
ATL,93,2019112400,11,TB,short pass,left,76
ATL,94,2019112400,11,TB,short pass,middle,28
ATL,95,2019112400,11,TB,short pass,right,81
ATL,96,2019112400,11,TB,long pass,left,40
ATL,97,2019112400,11,TB,long pass,middle,53
ATL,98,2019112400,11,TB,long pass,right,48
ATL,99,2019112802,12,NO,run,left,59
ATL,100,2019112802,12,NO,run,middle,0
ATL,101,2019112802,12,NO,run,right,30
