abbr_player_name,full_player_name,gsis_id,position,season,season_type,team
A.Brown,A.J. Brown,00-0035676,WR,2019,reg,TEN
A.Jones,Aaron Jones,00-0033293,RB,2019,reg,GB
A.Rodgers,Aaron Rodgers,00-0023459,QB,2019,reg,GB
A.Humphries,Adam Humphries,00-0032009,WR,2019,reg,TEN
A.Shaheen,Adam Shaheen,00-0033896,TE,2019,reg,CHI
A.Thielen,Adam Thielen,00-0030035,WR,2019,reg,MIN
A.Peterson,Adrian Peterson,00-0025394,RB,2019,reg,WAS
A.Wilson,Albert Wilson,00-0030669,WR,2019,reg,MIA
A.Armah,Alex Armah,00-0033296,FB,2019,reg,CAR
A.Erickson,Alex Erickson,00-0032543,WR,2019,reg,CIN
A.Mattison,Alexander Mattison,00-0034972,RB,2019,reg,MIN
A.Hurns,Allen Hurns,00-0030821,WR,2019,reg,MIA
A.Robinson,Allen Robinson,00-0031428,WR,2019,reg,CHI
A.Jeffery,Alshon Jeffery,00-0029137,WR,2019,reg,PHI
A.Kamara,Alvin Kamara,00-0033906,RB,2019,reg,NO
A.Cooper,Amari Cooper,00-0031544,WR,2019,reg,DAL
A.Abdullah,Ameer Abdullah,00-0032104,RB,2019,reg,MIN
A.Dalton,Andy Dalton,00-0027973,QB,2019,reg,CIN
A.Miller,Anthony Miller,00-0034353,WR,2019,reg,CHI
A.Brown,Antonio Brown,00-0027793,WR,2019,reg,NE
A.Tate,Auden Tate,00-0034686,WR,2019,reg,CIN
A.Ekeler,Austin Ekeler,00-0033699,RB,2019,reg,LAC
A.Hooper,Austin Hooper,00-0032392,TE,2019,reg,ATL
B.Mayfield,Baker Mayfield,00-0034855,QB,2019,reg,CLE
B.Braunecker,Ben Braunecker,00-0032661,TE,2019,reg,CHI
B.Roethlisberger,Ben Roethlisberger,00-0022924,QB,2019,reg,PIT
B.Fowler,Bennie Fowler,00-0030670,WR,2019,reg,NYG
B.Snell,Benny Snell,00-0035217,RB,2019,reg,PIT
B.Bell,Blake Bell,00-0032062,TE,2019,reg,KC
B.Jarwin,Blake Jarwin,00-0033658,TE,2019,reg,DAL
B.Wilson,Bobo Wilson,00-0033434,WR,2019,reg,TB
B.Cooks,Brandin Cooks,00-0031236,WR,2019,reg,LA
B.Bolden,Brandon Bolden,00-0029239,RB,2019,reg,NE
B.Perriman,Breshad Perriman,00-0032054,WR,2019,reg,TB
C.Anderson,C.J. Anderson,00-0029854,RB,2019,reg,DET
C.Prosise,C.J. Prosise,00-0032393,RB,2019,reg,SEA
C.Uzomah,C.J. Uzomah,00-0032134,TE,2019,reg,CIN
C.Ridley,Calvin Ridley,00-0034837,WR,2019,reg,ATL
C.Newton,Cam Newton,00-0027939,QB,2019,reg,CAR
C.Brate,Cameron Brate,00-0031273,TE,2019,reg,TB
C.Hyde,Carlos Hyde,00-0031045,RB,2019,reg,HOU
C.Wentz,Carson Wentz,00-0032950,QB,2019,reg,PHI
C.Keenum,Case Keenum,00-0028986,QB,2019,reg,WAS
C.Beebe,Chad Beebe,00-0034309,WR,2019,reg,MIN
C.Clay,Charles Clay,00-0028112,TE,2019,reg,ARI
C.Edmonds,Chase Edmonds,00-0034681,RB,2019,reg,ARI
C.Rogers,Chester Rogers,00-0032355,WR,2019,reg,IND
C.Carson,Chris Carson,00-0033594,RB,2019,reg,SEA
C.Conley,Chris Conley,00-0032128,WR,2019,reg,JAX
C.Godwin,Chris Godwin,00-0033921,WR,2019,reg,TB
C.Hogan,Chris Hogan,00-0028237,WR,2019,reg,CAR
C.Thompson,Chris Thompson,00-0030404,RB,2019,reg,WAS
C.Kirk,Christian Kirk,00-0034775,WR,2019,reg,ARI
C.McCaffrey,Christian McCaffrey,00-0033280,RB,2019,reg,CAR
C.Core,Cody Core,00-0032795,WR,2019,reg,NYG
C.Latimer,Cody Latimer,00-0031344,WR,2019,reg,NYG
C.Beasley,Cole Beasley,00-0029000,WR,2019,reg,BUF
C.Kupp,Cooper Kupp,00-0033908,WR,2019,reg,LA
C.Patterson,Cordarrelle Patterson,00-0030578,WR,2019,reg,CHI
C.Davis,Corey Davis,00-0033871,WR,2019,reg,TEN
C.Sutton,Courtland Sutton,00-0034348,WR,2019,reg,DEN
C.Samuel,Curtis Samuel,00-0033282,WR,2019,reg,CAR
D.Chark,D.J. Chark,00-0034777,WR,2019,reg,JAX
D.Moore,D.J. Moore,00-0034827,WR,2019,reg,CAR
D.Metcalf,D.K. Metcalf,00-0035640,WR,2019,reg,SEA
D.Johnson,D'Ernest Johnson,00-0035628,RB,2019,reg,CLE
D.Hamilton,DaeSean Hamilton,00-0034370,WR,2019,reg,DEN
D.Prescott,Dak Prescott,00-0033077,QB,2019,reg,DAL
D.Goedert,Dallas Goedert,00-0034351,TE,2019,reg,PHI
D.Cook,Dalvin Cook,00-0033893,RB,2019,reg,MIN
D.Williams,Damien Williams,00-0030874,RB,2019,reg,KC
D.Byrd,Damiere Byrd,00-0031868,WR,2019,reg,ARI
D.Ratley,Damion Ratley,00-0034273,WR,2019,reg,CLE
D.Willis,Damion Willis,00-0035401,WR,2019,reg,CIN
D.Jones,Daniel Jones,00-0035710,QB,2019,reg,NYG
D.Amendola,Danny Amendola,00-0026035,WR,2019,reg,DET
D.Pettis,Dante Pettis,00-0034860,WR,2019,reg,SF
D.Jennings,Darius Jennings,00-0031972,WR,2019,reg,TEN
D.Henderson,Darrell Henderson,00-0035664,RB,2019,reg,LA
D.Fells,Darren Fells,00-0029738,TE,2019,reg,HOU
D.Sproles,Darren Sproles,00-0023564,RB,2019,reg,PHI
D.Waller,Darren Waller,00-0031610,TE,2019,reg,OAK
D.Thompson,Darwin Thompson,00-0035148,RB,2019,reg,KC
D.Adams,Davante Adams,00-0031381,WR,2019,reg,GB
D.Johnson,David Johnson,00-0032187,RB,2019,reg,ARI
D.Montgomery,David Montgomery,00-0035685,RB,2019,reg,CHI
D.Njoku,David Njoku,00-0033885,TE,2019,reg,CLE
D.Knox,Dawson Knox,00-0035689,TE,2019,reg,BUF
D.Thomas,De'Anthony Thomas,00-0031060,WR,2019,reg,KC
D.Carter,DeAndre Carter,00-0031763,WR,2019,reg,HOU
D.Hopkins,DeAndre Hopkins,00-0030564,WR,2019,reg,HOU
D.Washington,DeAndre Washington,00-0032940,RB,2019,reg,OAK
D.Westbrook,Dede Westbrook,00-0033839,WR,2019,reg,JAX
D.Samuel,Deebo Samuel,00-0035719,WR,2019,reg,SF
D.Walker,Delanie Walker,00-0024389,TE,2019,reg,TEN
D.Robinson,Demarcus Robinson,00-0032775,WR,2019,reg,KC
D.Thomas,Demaryius Thomas,00-0027874,WR,2019,reg,NYJ
D.Harris,Demetrius Harris,00-0030155,TE,2019,reg,CLE
D.Cain,Deon Cain,00-0034406,WR,2019,reg,IND
D.Harris,Deonte Harris,00-0035215,WR,2019,reg,NO
D.Carr,Derek Carr,00-0031280,QB,2019,reg,OAK
D.Carrier,Derek Carrier,00-0029119,TE,2019,reg,OAK
D.Watt,Derek Watt,00-0032897,FB,2019,reg,LAC
D.Henry,Derrick Henry,00-0032764,RB,2019,reg,TEN
D.Guice,Derrius Guice,00-0034358,RB,2019,reg,WAS
D.Jackson,DeSean Jackson,00-0026189,WR,2019,reg,PHI
D.Watson,Deshaun Watson,00-0033537,QB,2019,reg,HOU
D.Parker,DeVante Parker,00-0031547,WR,2019,reg,MIA
D.Funchess,Devin Funchess,00-0032055,WR,2019,reg,IND
D.Singletary,Devin Singletary,00-0035250,RB,2019,reg,BUF
D.Smith,Devin Smith,00-0031934,WR,2019,reg,DAL
D.Freeman,Devonta Freeman,00-0031285,RB,2019,reg,ATL
D.Lewis,Dion Lewis,00-0028087,RB,2019,reg,TEN
D.Johnson,Diontae Johnson,00-0035216,WR,2019,reg,PIT
D.Moncrief,Donte Moncrief,00-0031339,WR,2019,reg,PIT
D.Hilliard,Dontrell Hilliard,00-0034253,RB,2019,reg,CLE
D.Inman,Dontrelle Inman,00-0028411,WR,2019,reg,LAC
D.Brees,Drew Brees,00-0020531,QB,2019,reg,NO
D.Sample,Drew Sample,00-0035631,TE,2019,reg,CIN
D.Johnson,Duke Johnson,00-0032257,RB,2019,reg,HOU
D.Smythe,Durham Smythe,00-0034798,TE,2019,reg,MIA
D.Harris,Dwayne Harris,00-0028114,WR,2019,reg,OAK
E.Manning,Eli Manning,00-0022803,QB,2019,reg,NYG
E.Penny,Elijhaa Penny,00-0032813,RB,2019,reg,NYG
E.Sanders,Emmanuel Sanders,00-0027685,WR,2019,reg,DEN
E.Ebron,Eric Ebron,00-0031387,TE,2019,reg,IND
E.Engram,Evan Engram,00-0033881,TE,2019,reg,NYG
E.Elliott,Ezekiel Elliott,00-0033045,RB,2019,reg,DAL
F.Moreau,Foster Moreau,00-0034981,TE,2019,reg,OAK
F.Gore,Frank Gore,00-0023500,RB,2019,reg,BUF
G.Minshew,Gardner Minshew,00-0035289,QB,2019,reg,JAX
G.Swaim,Geoff Swaim,00-0032141,TE,2019,reg,JAX
G.Kittle,George Kittle,00-0033288,TE,2019,reg,SF
G.Everett,Gerald Everett,00-0033895,TE,2019,reg,LA
G.Allison,Geronimo Allison,00-0032626,WR,2019,reg,GB
G.Bernard,Giovani Bernard,00-0030456,RB,2019,reg,CIN
G.Olsen,Greg Olsen,00-0025418,TE,2019,reg,CAR
G.Edwards,Gus Edwards,00-0034184,RB,2019,reg,BAL
H.Hurst,Hayden Hurst,00-0034830,TE,2019,reg,BAL
H.Henry,Hunter Henry,00-0033090,TE,2019,reg,LAC
H.Renfrow,Hunter Renfrow,00-0034983,WR,2019,reg,OAK
I.Thomas,Ian Thomas,00-0034365,TE,2019,reg,CAR
I.Smith,Irv Smith,00-0034970,TE,2019,reg,MIN
I.McKenzie,Isaiah McKenzie,00-0033466,WR,2019,reg,BUF
I.Smith,Ito Smith,00-0034378,RB,2019,reg,ATL
J.McKissic,J.D. McKissic,00-0032602,RB,2019,reg,DET
J.Arcega-Whiteside,J.J. Arcega-Whiteside,00-0035246,WR,2019,reg,PHI
J.Doyle,Jack Doyle,00-0030181,TE,2019,reg,IND
J.Brissett,Jacoby Brissett,00-0033119,QB,2019,reg,IND
J.Kumerow,Jake Kumerow,00-0031787,WR,2019,reg,GB
J.Grant,Jakeem Grant,00-0032791,WR,2019,reg,MIA
J.Meyers,Jakobi Meyers,00-0034960,WR,2019,reg,NE
J.Richard,Jalen Richard,00-0033025,RB,2019,reg,OAK
J.Williams,Jamaal Williams,00-0033948,RB,2019,reg,GB
J.Winston,Jameis Winston,00-0031503,QB,2019,reg,TB
J.Conner,James Conner,00-0033553,RB,2019,reg,PIT
J.Develin,James Develin,00-0027925,FB,2019,reg,NE
J.O'Shaughnessy,James O'Shaughnessy,00-0031951,TE,2019,reg,JAX
J.Washington,James Washington,00-0034676,WR,2019,reg,PIT
J.White,James White,00-0031062,RB,2019,reg,NE
J.Crowder,Jamison Crowder,00-0031941,WR,2019,reg,NYJ
J.Cook,Jared Cook,00-0027061,TE,2019,reg,NO
J.Goff,Jared Goff,00-0033106,QB,2019,reg,LA
J.Wright,Jarius Wright,00-0029572,WR,2019,reg,CAR
J.Landry,Jarvis Landry,00-0031382,WR,2019,reg,CLE
J.Witten,Jason Witten,00-0022127,TE,2019,reg,DAL
J.Wims,Javon Wims,00-0034426,WR,2019,reg,CHI
J.Samuels,Jaylen Samuels,00-0034331,RB,2019,reg,PIT
J.Heuerman,Jeff Heuerman,00-0032227,TE,2019,reg,DEN
J.Wilson,Jeff Wilson,00-0034115,RB,2019,reg,SF
J.Sprinkle,Jeremy Sprinkle,00-0033528,TE,2019,reg,WAS
J.James,Jesse James,00-0032135,TE,2019,reg,DET
J.Garoppolo,Jimmy Garoppolo,00-0031345,QB,2019,reg,SF
J.Graham,Jimmy Graham,00-0027696,TE,2019,reg,GB
J.Flacco,Joe Flacco,00-0026158,QB,2019,reg,DEN
J.Mixon,Joe Mixon,00-0033897,RB,2019,reg,CIN
J.Brown,John Brown,00-0031051,WR,2019,reg,BUF
J.Ross,John Ross,00-0033460,WR,2019,reg,CIN
J.Holton,Johnny Holton,00-0032935,WR,2019,reg,PIT
J.Smith,Jonnu Smith,00-0033858,TE,2019,reg,TEN
J.Akins,Jordan Akins,00-0034364,TE,2019,reg,HOU
J.Howard,Jordan Howard,00-0032780,RB,2019,reg,PHI
J.Wilkins,Jordan Wilkins,00-0034400,RB,2019,reg,IND
J.Allen,Josh Allen,00-0034857,QB,2019,reg,BUF
J.Bellamy,Josh Bellamy,00-0029319,WR,2019,reg,NYJ
J.Gordon,Josh Gordon,00-0029664,WR,2019,reg,NE
J.Hill,Josh Hill,00-0030216,TE,2019,reg,NO
J.Jacobs,Josh Jacobs,00-0035700,RB,2019,reg,OAK
J.McCown,Josh McCown,00-0021206,QB,2019,reg,PHI
J.Reynolds,Josh Reynolds,00-0033943,WR,2019,reg,LA
J.Rosen,Josh Rosen,00-0034343,QB,2019,reg,MIA
J.Smith-Schuster,JuJu Smith-Schuster,00-0033857,WR,2019,reg,PIT
J.Edelman,Julian Edelman,00-0027150,WR,2019,reg,NE
J.Jones,Julio Jones,00-0027944,WR,2019,reg,ATL
J.Hill,Justice Hill,00-0034975,RB,2019,reg,BAL
J.Hardy,Justin Hardy,00-0031570,WR,2019,reg,ATL
J.Jackson,Justin Jackson,00-0034440,RB,2019,reg,LAC
K.Ballage,Kalen Ballage,00-0034799,RB,2019,reg,MIA
K.Allen,Keenan Allen,00-0030279,WR,2019,reg,LAC
K.Johnson,KeeSean Johnson,00-0035287,WR,2019,reg,ARI
K.Coutee,Keke Coutee,00-0034366,WR,2019,reg,HOU
K.Harmon,Kelvin Harmon,00-0035297,WR,2019,reg,WAS
K.Bourne,Kendrick Bourne,00-0033307,WR,2019,reg,SF
K.Golladay,Kenny Golladay,00-0033932,WR,2019,reg,DET
K.Stills,Kenny Stills,00-0030085,WR,2019,reg,HOU
K.Drake,Kenyan Drake,00-0033118,RB,2019,reg,MIA
K.Johnson,Kerryon Johnson,00-0034349,RB,2019,reg,DET
K.Cousins,Kirk Cousins,00-0029604,QB,2019,reg,MIN
K.Juszczyk,Kyle Juszczyk,00-0029892,FB,2019,reg,SF
K.Rudolph,Kyle Rudolph,00-0027981,TE,2019,reg,MIN
K.Murray,Kyler Murray,00-0035228,QB,2019,reg,ARI
L.Jackson,Lamar Jackson,00-0034796,QB,2019,reg,BAL
L.Fitzgerald,Larry Fitzgerald,00-0022921,WR,2019,reg,ARI
L.Murray,Latavius Murray,00-0030513,RB,2019,reg,NO
L.Bell,Le'Veon Bell,00-0030496,RB,2019,reg,NYJ
L.Smith,Lee Smith,00-0028097,TE,2019,reg,BUF
L.Fournette,Leonard Fournette,00-0033856,RB,2019,reg,JAX
L.McCoy,LeSean McCoy,00-0027029,RB,2019,reg,KC
L.Thomas,Logan Thomas,00-0031260,TE,2019,reg,DET
L.Falk,Luke Falk,00-0034412,QB,2019,reg,NYJ
L.Stocker,Luke Stocker,00-0028042,TE,2019,reg,ATL
M.Hollins,Mack Hollins,00-0033555,WR,2019,reg,PHI
M.Brown,Malcolm Brown,00-0031806,RB,2019,reg,LA
M.Turner,Malik Turner,00-0034867,WR,2019,reg,SEA
M.Lewis,Marcedes Lewis,00-0024243,TE,2019,reg,GB
M.Mariota,Marcus Mariota,00-0032268,QB,2019,reg,TEN
M.Andrews,Mark Andrews,00-0034753,TE,2019,reg,BAL
M.Ingram,Mark Ingram,00-0027966,RB,2019,reg,BAL
M.Walton,Mark Walton,00-0034679,RB,2019,reg,MIA
M.Mack,Marlon Mack,00-0033951,RB,2019,reg,IND
M.Valdes-Scantling,Marquez Valdes-Scantling,00-0034272,WR,2019,reg,GB
M.Brown,Marquise Brown,00-0035662,WR,2019,reg,BAL
M.Goodwin,Marquise Goodwin,00-0030068,WR,2019,reg,SF
M.Jones,Marvin Jones,00-0029293,WR,2019,reg,DET
M.Rudolph,Mason Rudolph,00-0034771,QB,2019,reg,PIT
M.Breida,Matt Breida,00-0033308,RB,2019,reg,SF
M.LaCosse,Matt LaCosse,00-0031744,TE,2019,reg,NE
M.Moore,Matt Moore,00-0025708,QB,2019,reg,KC
M.Ryan,Matt Ryan,00-0026143,QB,2019,reg,ATL
M.Stafford,Matthew Stafford,00-0026498,QB,2019,reg,DET
M.Williams,Maxx Williams,00-0031558,TE,2019,reg,ARI
M.Hardman,Mecole Hardman,00-0035140,WR,2019,reg,KC
M.Crabtree,Michael Crabtree,00-0026986,WR,2019,reg,ARI
M.Gallup,Michael Gallup,00-0034764,WR,2019,reg,DAL
M.Thomas,Michael Thomas,00-0032765,WR,2019,reg,NO
M.Davis,Mike Davis,00-0032063,RB,2019,reg,CHI
M.Evans,Mike Evans,00-0031408,WR,2019,reg,TB
M.Gesicki,Mike Gesicki,00-0034829,TE,2019,reg,MIA
M.Williams,Mike Williams,00-0033536,WR,2019,reg,LAC
M.Boykin,Miles Boykin,00-0035703,WR,2019,reg,BAL
M.Sanders,Miles Sanders,00-0035243,RB,2019,reg,PHI
M.Trubisky,Mitchell Trubisky,00-0033869,QB,2019,reg,CHI
M.Alie-Cox,Mo Alie-Cox,00-0033217,TE,2019,reg,IND
M.Sanu,Mohamed Sanu,00-0029632,WR,2019,reg,ATL
M.Pruitt,MyCole Pruitt,00-0031585,TE,2019,reg,TEN
N.Agholor,Nelson Agholor,00-0031549,WR,2019,reg,PHI
N.Boyle,Nick Boyle,00-0031598,TE,2019,reg,BAL
N.Chubb,Nick Chubb,00-0034791,RB,2019,reg,CLE
N.Foles,Nick Foles,00-0029567,QB,2019,reg,JAX
N.O'Leary,Nick O'Leary,00-0032117,TE,2019,reg,MIA
N.Vannett,Nick Vannett,00-0032394,TE,2019,reg,SEA
N.Fant,Noah Fant,00-0035644,TE,2019,reg,DEN
N.Hines,Nyheim Hines,00-0034367,RB,2019,reg,IND
O.Howard,O.J. Howard,00-0033879,TE,2019,reg,TB
O.Beckham,Odell Beckham,00-0031235,WR,2019,reg,CLE
P.Campbell,Parris Campbell,00-0035639,WR,2019,reg,IND
P.DiMarco,Patrick DiMarco,00-0028581,RB,2019,reg,BUF
P.Mahomes,Patrick Mahomes,00-0033873,QB,2019,reg,KC
P.Richardson,Paul Richardson,00-0031257,WR,2019,reg,WAS
P.Barber,Peyton Barber,00-0032741,RB,2019,reg,TB
P.Brown,Pharaoh Brown,00-0033439,TE,2019,reg,CLE
P.Rivers,Philip Rivers,00-0022942,QB,2019,reg,LAC
P.Dorsett,Phillip Dorsett,00-0032208,WR,2019,reg,NE
P.Lindsay,Phillip Lindsay,00-0034109,RB,2019,reg,DEN
P.Williams,Preston Williams,00-0035350,WR,2019,reg,MIA
Q.Enunwa,Quincy Enunwa,00-0031023,WR,2019,reg,NYJ
R.Mostert,Raheem Mostert,00-0031687,RB,2019,reg,SF
R.Cobb,Randall Cobb,00-0028002,WR,2019,reg,DAL
R.Penny,Rashaad Penny,00-0034750,RB,2019,reg,SEA
R.Higgins,Rashard Higgins,00-0032977,WR,2019,reg,CLE
R.Burkhead,Rex Burkhead,00-0030288,RB,2019,reg,NE
R.Ellison,Rhett Ellison,00-0029587,TE,2019,reg,NYG
R.James,Richie James,00-0034286,WR,2019,reg,SF
R.Anderson,Robby Anderson,00-0032688,WR,2019,reg,NYJ
R.Foster,Robert Foster,00-0034510,WR,2019,reg,BUF
R.III,Robert Griffin III,00-0029665,QB,2019,reg,BAL
R.Tonyan,Robert Tonyan,00-0033757,TE,2019,reg,GB
R.Woods,Robert Woods,00-0030431,WR,2019,reg,LA
R.Jones,Ronald Jones,00-0034816,RB,2019,reg,TB
R.Freeman,Royce Freeman,00-0034838,RB,2019,reg,DEN
R.Gage,Russell Gage,00-0034411,WR,2019,reg,ATL
R.Shepard,Russell Shepard,00-0030147,WR,2019,reg,NYG
R.Wilson,Russell Wilson,00-0029263,QB,2019,reg,SEA
R.Fitzpatrick,Ryan Fitzpatrick,00-0023682,QB,2019,reg,MIA
R.Grant,Ryan Grant,00-0031068,WR,2019,reg,OAK
R.Griffin,Ryan Griffin,00-0030108,TE,2019,reg,NYJ
R.Izzo,Ryan Izzo,00-0034439,TE,2019,reg,NE
R.Switzer,Ryan Switzer,00-0033562,WR,2019,reg,PIT
R.Armstead,Ryquell Armstead,00-0035268,RB,2019,reg,JAX
S.Darnold,Sam Darnold,00-0034869,QB,2019,reg,NYJ
S.Watkins,Sammy Watkins,00-0031325,WR,2019,reg,KC
S.Barkley,Saquon Barkley,00-0034844,RB,2019,reg,NYG
S.Roberts,Seth Roberts,00-0031166,WR,2019,reg,BAL
S.Michel,Sony Michel,00-0034845,RB,2019,reg,NE
S.Diggs,Stefon Diggs,00-0031588,WR,2019,reg,MIN
S.Shepard,Sterling Shepard,00-0032385,WR,2019,reg,NYG
S.Sims,Steven Sims,00-0034928,WR,2019,reg,WAS
T.Hockenson,T.J. Hockenson,00-0035229,TE,2019,reg,DET
T.Jones,T.J. Jones,00-0031189,WR,2019,reg,NYG
T.Hilton,T.Y. Hilton,00-0029608,WR,2019,reg,IND
T.Sharpe,Tajae Sharpe,00-0032778,WR,2019,reg,TEN
T.Cohen,Tarik Cohen,00-0033556,RB,2019,reg,CHI
T.Austin,Tavon Austin,00-0030525,WR,2019,reg,DAL
T.Gabriel,Taylor Gabriel,00-0031228,WR,2019,reg,CHI
T.Taylor,Taywan Taylor,00-0033911,WR,2019,reg,CLE
T.Ginn,Ted Ginn,00-0025396,WR,2019,reg,NO
T.Bridgewater,Teddy Bridgewater,00-0031237,QB,2019,reg,NO
T.McLaurin,Terry McLaurin,00-0035659,WR,2019,reg,WAS
T.Coleman,Tevin Coleman,00-0032058,RB,2019,reg,SF
T.Gurley,Todd Gurley,00-0032241,RB,2019,reg,LA
T.Brady,Tom Brady,00-0019596,QB,2019,reg,NE
T.Sweeney,Tommy Sweeney,00-0035308,TE,2019,reg,BUF
T.Pollard,Tony Pollard,00-0035261,RB,2019,reg,DAL
T.Benjamin,Travis Benjamin,00-0029269,WR,2019,reg,LAC
T.Kelce,Travis Kelce,00-0030506,TE,2019,reg,KC
T.Smith,Tre'Quan Smith,00-0034765,WR,2019,reg,NO
T.Davis,Trevor Davis,00-0032423,WR,2019,reg,GB
T.Siemian,Trevor Siemian,00-0032156,QB,2019,reg,NYJ
T.Burton,Trey Burton,00-0030710,TE,2019,reg,CHI
T.Quinn,Trey Quinn,00-0034339,WR,2019,reg,WAS
T.Fumagalli,Troy Fumagalli,00-0034393,TE,2019,reg,DEN
T.Johnson,Ty Johnson,00-0035537,RB,2019,reg,DET
T.Montgomery,Ty Montgomery,00-0032200,RB,2019,reg,NYJ
T.Boyd,Tyler Boyd,00-0033009,WR,2019,reg,CIN
T.Eifert,Tyler Eifert,00-0030549,TE,2019,reg,CIN
T.Higbee,Tyler Higbee,00-0033110,TE,2019,reg,LA
T.Lockett,Tyler Lockett,00-0032211,WR,2019,reg,SEA
T.Hill,Tyreek Hill,00-0033040,WR,2019,reg,KC
T.Williams,Tyrell Williams,00-0032160,WR,2019,reg,OAK
V.McDonald,Vance McDonald,00-0030470,TE,2019,reg,PIT
V.Davis,Vernon Davis,00-0024221,TE,2019,reg,WAS
V.Green,Virgil Green,00-0028142,TE,2019,reg,LAC
W.Gallman,Wayne Gallman,00-0033950,RB,2019,reg,NYG
W.Smallwood,Wendell Smallwood,00-0032782,RB,2019,reg,WAS
W.Dissly,Will Dissly,00-0034159,TE,2019,reg,SEA
W.Fuller,Will Fuller,00-0033127,WR,2019,reg,HOU
W.Snead,Willie Snead,00-0030663,WR,2019,reg,BAL
X.Grimble,Xavier Grimble,00-0031035,TE,2019,reg,PIT
Z.Ertz,Zach Ertz,00-0030061,TE,2019,reg,PHI
Z.Jones,Zay Jones,00-0033891,WR,2019,reg,BUF
A.Derby,A.J. Derby,00-0031609,TE,2018,reg,MIA
A.Green,A.J. Green,00-0027942,WR,2018,reg,CIN
A.Jones,Aaron Jones,00-0033293,RB,2018,reg,GB
A.Rodgers,Aaron Rodgers,00-0023459,QB,2018,reg,GB
A.Humphries,Adam Humphries,00-0032009,WR,2018,reg,TB
A.Shaheen,Adam Shaheen,00-0033896,TE,2018,reg,CHI
A.Thielen,Adam Thielen,00-0030035,WR,2018,reg,MIN
A.Peterson,Adrian Peterson,00-0025394,RB,2018,reg,WAS
A.McCarron,AJ McCarron,00-0031288,QB,2018,reg,OAK
A.Cross,Alan Cross,00-0032745,TE,2018,reg,TB
A.Wilson,Albert Wilson,00-0030669,WR,2018,reg,MIA
A.Robinson,Aldrick Robinson,00-0028116,WR,2018,reg,MIN
A.Armah,Alex Armah,00-0033296,FB,2018,reg,CAR
A.Collins,Alex Collins,00-0032426,RB,2018,reg,BAL
A.Erickson,Alex Erickson,00-0032543,WR,2018,reg,CIN
A.Smith,Alex Smith,00-0023436,QB,2018,reg,WAS
A.Blue,Alfred Blue,00-0031075,RB,2018,reg,HOU
A.Morris,Alfred Morris,00-0029141,RB,2018,reg,SF
A.Hurns,Allen Hurns,00-0030821,WR,2018,reg,DAL
A.Lazard,Allen Lazard,00-0034521,WR,2018,reg,GB
A.Robinson,Allen Robinson,00-0031428,WR,2018,reg,CHI
A.Jeffery,Alshon Jeffery,00-0029137,WR,2018,reg,PHI
A.Kamara,Alvin Kamara,00-0033906,RB,2018,reg,NO
A.Cooper,Amari Cooper,00-0031544,WR,2018,reg,DAL
A.Holmes,Andre Holmes,00-0028263,WR,2018,reg,DEN
A.Roberts,Andre Roberts,00-0027691,WR,2018,reg,NYJ
A.Luck,Andrew Luck,00-0029668,QB,2018,reg,IND
A.Dalton,Andy Dalton,00-0027973,QB,2018,reg,CIN
A.Janovich,Andy Janovich,00-0032956,FB,2018,reg,DEN
A.Jones,Andy Jones,00-0032707,WR,2018,reg,DET
A.Firkser,Anthony Firkser,00-0033455,TE,2018,reg,TEN
A.Miller,Anthony Miller,00-0034353,WR,2018,reg,CHI
A.Sherman,Anthony Sherman,00-0028074,RB,2018,reg,KC
A.Brown,Antonio Brown,00-0027793,WR,2018,reg,PIT
A.Callaway,Antonio Callaway,00-0034772,WR,2018,reg,CLE
A.Gates,Antonio Gates,00-0021547,TE,2018,reg,LAC
A.Auclair,Antony Auclair,00-0033421,TE,2018,reg,TB
A.Tate,Auden Tate,00-0034686,WR,2018,reg,CIN
A.Carr,Austin Carr,00-0033382,WR,2018,reg,NO
A.Ekeler,Austin Ekeler,00-0033699,RB,2018,reg,LAC
A.Hooper,Austin Hooper,00-0032392,TE,2018,reg,ATL
A.Seferian-Jenkins,Austin Seferian-Jenkins,00-0031418,TE,2018,reg,JAX
B.Mayfield,Baker Mayfield,00-0034855,QB,2018,reg,CLE
B.Braunecker,Ben Braunecker,00-0032661,TE,2018,reg,CHI
B.Roethlisberger,Ben Roethlisberger,00-0022924,QB,2018,reg,PIT
B.Watson,Benjamin Watson,00-0022943,TE,2018,reg,NO
B.Fowler,Bennie Fowler,00-0030670,WR,2018,reg,NYG
B.Cunningham,Benny Cunningham,00-0029795,RB,2018,reg,CHI
B.Powell,Bilal Powell,00-0028064,RB,2018,reg,NYJ
B.Gabbert,Blaine Gabbert,00-0027948,QB,2018,reg,TEN
B.Bell,Blake Bell,00-0032062,TE,2018,reg,JAX
B.Bortles,Blake Bortles,00-0031407,QB,2018,reg,JAX
B.Jarwin,Blake Jarwin,00-0033658,TE,2018,reg,DAL
B.Wilson,Bobo Wilson,00-0033434,WR,2018,reg,TB
B.Cooks,Brandin Cooks,00-0031236,WR,2018,reg,LA
B.Bolden,Brandon Bolden,00-0029239,RB,2018,reg,MIA
B.LaFell,Brandon LaFell,00-0027681,WR,2018,reg,OAK
B.Powell,Brandon Powell,00-0034646,WR,2018,reg,DET
B.Zylstra,Brandon Zylstra,00-0034052,WR,2018,reg,MIN
